publication_year,original_title,authors,one_star_reviews,two_star_reviews,three_star_reviews,four_star_reviews,five_star_reviews
2003.0,Second Glance,Jodi Picoult,663,2519,10432,13360,9726
1971.0,Frog and Toad Together,Arnold Lobel,486,1346,6152,9121,17769
1948.0,The Lottery,Shirley Jackson,535,1669,7411,14322,16094
2000.0,Big Stone Gap,Adriana Trigiani,488,2015,9879,14273,10126
2007.0,The Alexandria Link,Steve Berry,574,1602,7779,13082,9908
2011.0,The Gathering,Kelley Armstrong,736,2363,10676,17891,19247
2013.0,The Fiery Heart,Richelle Mead,310,1020,5935,16768,29771
2010.0,Magic Bleeds,Ilona Andrews,255,581,4663,17244,31633
2015.0,El amante japonés,"Isabel Allende, Nick Caistor, Amanda Hopkinson",694,2294,9239,14388,8732
1997.0,Jingo,Terry Pratchett,121,1102,8701,16963,15783
2007.0,Kiss of Midnight,Lara Adrian,1473,3353,11458,17308,19064
1913.0,Sons and Lovers,"D.H. Lawrence, Geoff Dyer",1428,3821,11545,13426,8461
1979.0,A Woman of Substance ,Barbara Taylor Bradford,412,1129,5996,10664,14731
2012.0,Crash,Nicole  Williams,1409,2833,10080,19110,20951
2013.0,The Hit,David Baldacci,259,1016,6941,16182,11412
1986.0,Count Zero,William Gibson,161,1189,8089,15370,10872
2007.0,Peony in Love,Lisa See,1469,4139,10908,12729,8154
2009.0,Twenty Boy Summer,Sarah Ockler,956,2760,8749,11413,13039
1998.0,Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,"Robert T. Kiyosaki, Sharon L. Lechter",560,1360,5288,9087,11182
2004.0,Isprinsessan,"Camilla Läckberg, Steven T. Murray",1010,3143,11386,15624,8547
2000.0,Bookends,Jane Green,741,2549,10873,11676,7923
2014.0,,Donna Mabry,537,1307,5140,10543,10896
2007.0,The Last Colony,John Scalzi,115,761,7306,17444,10331
2002.0, ,"Laura Joffe Numeroff, Felicia Bond",323,1108,5652,8155,17265
2013.0,Finding Cinderella,Colleen Hoover,518,1621,6491,14830,25918
1999.0,Last Chance Saloon,Marian Keyes,593,2184,10221,12236,8927
2013.0,Beauty from Pain,Georgia Cates,653,1603,6727,16731,24486
1975.0,Where Are the Children?,Mary Higgins Clark,322,1433,8680,13353,12518
1984.0,,Robin McKinley,629,1491,7002,14285,21389
1915.0,Die Verwandlung und andere Erzählungen,"Franz Kafka, Jason Baker, Donna Freed",666,2005,7699,14546,14184
2006.0,The Space Between Us,Thrity Umrigar,289,1237,6938,14364,9520
1390.0,Gawayn and þe Grene Knyȝt,"Unknown, Burton Raffel, Neil D. Isaacs",726,3617,13667,15046,9586
1889.0,Three Men in a Boat (To Say Nothing of the Dog),Jerome K. Jerome,896,2523,8895,13589,12896
1968.0,Desert Solitaire,Edward Abbey,469,1021,4255,9676,14237
2007.0,Plum Lovin',Janet Evanovich,840,4270,14590,13736,12134
2007.0,Strengths Finder 2.0,Tom Rath,642,2035,7712,11697,10990
1971.0,Another Roadside Attraction,Tom Robbins,301,1328,6419,10667,9222
1987.0,Sarum: The Novel of England,Edward Rutherfurd,567,1587,6389,12185,13636
1980.0,Rage of Angels,Sidney Sheldon,317,1648,7667,10942,9293
2010.0,,Richelle Mead,572,646,2343,5285,24170
2011.0,Everlasting,Alyson Noel,1655,3321,8402,10599,16789
2012.0,,Bella Forrest,1852,3395,9409,12867,14561
1979.0,The Right Stuff,Tom Wolfe,330,780,4710,12237,14903
2000.0,Cocktails for Three,Madeleine Wickham,1356,4451,12253,8856,5349
2006.0,Vanish,Tess Gerritsen,411,1035,7310,16559,16046
2003.0,"Fluke: Or, I Know Why the Winged Whale Sings",Christopher Moore,575,2584,10228,12515,8095
1843.0,The Tell-Tale Heart,"Edgar Allan Poe, Byron Glaser, Bill D. Fountain",282,1055,6348,14044,17988
2010.0,Girl in Translation,Jean Kwok,295,1354,8267,17347,10316
2014.0,Panic,Lauren Oliver,1237,4436,14163,15632,7870
2012.0,Because of Low,Abbi Glines,428,1672,8782,19344,20556
1519.0,,"Leonardo da Vinci, H. Anna Suh",1516,1714,5013,7473,12087
2003.0,Between Sisters,Kristin Hannah,317,1078,7146,12638,10214
2013.0,Wayward,Blake Crouch,210,738,5608,15169,11818
2008.0,Queste,"Angie Sage, Mark Zug",637,1945,8785,14500,16203
2015.0,Finding Audrey,Sophie Kinsella,863,2596,11241,18080,11171
1977.0,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Mollie Katzen,1080,2083,7568,11945,13344
1965.0,Fox in Socks,Dr. Seuss,880,2670,9636,11377,19521
1998.0,Benim Adım Kırmızı,"Orhan Pamuk, Erdağ M. Göknar",1012,2554,7479,12290,9877
1968.0,The Teachings of Don Juan: A Yaqui Way of Knowledge,Carlos Castaneda,741,1884,6764,10389,10798
2011.0,The Sixth Man,David Baldacci,237,848,5810,14453,12481
1947.0,Stone Soup (Stories to Go!),Marcia Brown,263,1091,6883,11092,18426
2006.0,The Warrior Heir,Cinda Williams Chima,744,2310,9379,15418,14056
2014.0,Top Secret Twenty-One,Janet Evanovich,489,2568,12273,14307,10604
2003.0,Harry Potter and the Chamber of Secrets: Sheet Music for Flute with C.D,John   Williams,345,310,1940,5396,21430
1993.0,Death: the High Cost of Living,"Neil Gaiman, Chris Bachalo, Mark Buckingham, Tori Amos",717,1105,5387,11246,17026
1967.0,Christy,Catherine Marshall,471,1306,6581,13288,18697
2012.0,Destroy Me,Tahereh Mafi,555,1479,6969,15277,24821
2006.0,Gone,Lisa Gardner,186,714,5929,13248,14121
2006.0,Mindset: The New Psychology of Success,Carol S. Dweck,661,1889,7058,13356,14198
2009.0,"Beyond the Grave (The 39 Clues, #4)",Jude Watson,1098,2334,9181,11452,14137
1940.0,The Problem of Pain,C.S. Lewis,493,1065,5529,11394,12959
2008.0,"Nudge: Improving Decisions About Health, Wealth, and Happiness","Richard H. Thaler, Cass R. Sunstein",634,2277,8824,12271,8757
1973.0,The Dark Is Rising,Susan Cooper,851,2090,8199,14295,17802
2015.0,Purity,Jonathan Franzen,1169,2969,8717,11863,5741
1985.0,The Door to December,"Richard Paige, Dean Koontz",337,1722,8166,10980,10752
2002.0,Four Blind Mice,James Patterson,231,1216,9105,15172,11354
2009.0,True Colors,Kristin Hannah,418,1813,8585,13553,9853
1976.0,Slapstick,Kurt Vonnegut Jr.,307,1623,7741,11690,8116
2001.0,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,565,1461,5571,11342,11850
2005.0,Labyrinth,Kate Mosse,1932,4495,11979,13233,8524
2000.0,Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,840,1668,6941,13065,10143
1993.0,Forward the Foundation,Isaac Asimov,174,1011,6747,12881,13607
2010.0,Saphirblau,Kerstin Gier,360,1569,8515,20563,22711
2013.0,"Going Clear: Scientology, Hollywood, and the Prison of Belief",Lawrence Wright,570,1134,5375,13495,9929
2010.0,Twilight: The Graphic Novel,"Young Kim, Stephenie Meyer",3745,3298,7559,8272,15455
1969.0,The French Lieutenant's Woman,John Fowles,826,2384,9452,15018,11063
1798.0,The Rime of the Ancient Mariner,"Samuel Taylor Coleridge, Gustave Doré",706,2618,9315,13212,13818
1980.0,The Paper Bag Princess,"Robert Munsch, Michael Martchenko",471,1173,5354,11071,21696
1935.0,Tortilla Flat,John Steinbeck,440,2050,9607,13515,8957
1885.0,King Solomon's Mines,H. Rider Haggard,541,2334,10364,13516,9408
2012.0,Love Unrehearsed,Tina Reber,572,1336,5836,13736,21338
1994.0,The Sandman: Brief Lives,"Neil Gaiman, Jill Thompson, Vince Locke, Peter Straub",159,344,2757,11185,26050
2009.0,The Return: Nightfall,L.J. Smith,3057,5863,11610,10507,13260
2004.0,The People of Sparks,Jeanne DuPrau,707,3659,14746,15372,8850
1930.0,Narziß und Goldmund,"Hermann Hesse, Ursule Molinaro",319,1134,5204,11464,14658
1990.0,The Sandman: Fables and Reflections,"Neil Gaiman, Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Todd Klein",116,413,3743,12737,23019
2013.0,The Bone Season,Samantha Shannon,1624,3738,10112,15207,11852
1855.0,Little Dorrit,"Charles Dickens, Helen Small, Stephen Wall",918,1978,7645,12815,13167
2003.0,Eagle Strike,Anthony Horowitz,273,1342,7748,13891,15590
1966.0,Valley of the Dolls,Jacqueline Susann,978,3480,10717,12522,9525
1965.0,The Source,James A. Michener,296,906,4489,10412,16996
2002.0,You Shall Know Our Velocity!,Dave Eggers,811,2545,7627,8914,5508
1994.0,ثلاثية غرناطة,"Radwa Ashour, رضوى عاشور",463,903,3261,9444,14883
1989.0,We're Going on a Bear Hunt,"Michael Rosen, Helen Oxenbury",389,1194,5261,9430,17980
2009.0,Vampire Academy Collection,Richelle Mead,285,426,2082,5168,22548
1985.0,Guardians of the West,David Eddings,269,1525,8183,14516,15529
2010.0,The Search,Nora Roberts,353,1290,7240,14427,15293
2005.0,Honeymoon,"James Patterson, Howard Roughan",517,2260,9605,12341,9123
2004.0,Pandora's Star,Peter F. Hamilton,383,995,4099,11868,14830
1973.0,How to Eat Fried Worms,Thomas Rockwell,1070,3108,11838,11890,11303
1845.0,The Raven and Other Poems,"Edgar Allan Poe, Philip Pullman",301,786,4906,10922,17676
2008.0,The Weight of Silence,Heather Gudenkauf,352,1625,8172,14991,9985
2015.0,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,743,1738,7795,15225,10762
1995.0,Lincoln,David Herbert Donald,485,845,4047,9285,11787
2008.0,Magic Burns,Ilona Andrews,253,757,6689,20587,27081
1955.0,The Quiet American,"Graham Greene, Robert  Stone",278,1386,7443,15431,9540
2012.0,The Proposition,Katie Ashley,834,2062,8802,17168,17810
1996.0,Cause of Death,Patricia Cornwell,289,1604,9915,14963,11366
1969.0,Master and Commander,Patrick O'Brian,571,1645,6101,12271,14803
1985.0,孫悟空と仲間たち,Akira Toriyama,433,782,3109,5875,17851
2000.0,Revelation Space,Alastair Reynolds,546,1680,6722,13424,10608
2010.0,Private,"James Patterson, Maxine Paetro",674,1955,8880,13118,10633
2009.0,Wicked Appetite,Janet Evanovich,1202,3495,11614,14082,12246
2009.0,Tales from a Not-So-Fabulous Life,Rachel Renée Russell,1199,1989,5522,8140,18931
2006.0,A Hunger Like No Other,Kresley Cole,826,1858,8086,17040,25502
2012.0,A Million Suns ,Beth Revis,891,2052,8715,16498,17321
2002.0,The High Lord,Trudi Canavan,341,1373,6631,14369,16174
2013.0,The Valley of Amazement,Amy Tan,1327,3404,9266,11605,6930
2004.0,Three Weeks with My Brother,"Nicholas Sparks, Micah Sparks",674,1880,6982,11287,13087
1968.0,The High King ,Lloyd Alexander,443,837,6482,14622,20486
2011.0,Die for Me,Amy Plum,1373,3235,9396,14472,19770
1955.0,Gift from the Sea,Anne Morrow Lindbergh,433,1446,5629,10767,15781
2004.0,Confessions of an Economic Hit Man,John Perkins,663,1851,6174,10056,7501
1944.0,Ficciones,"Jorge Luis Borges, Anthony Kerrigan, Anthony Bonner",265,750,3053,8890,21379
1993.0,Winter Prey,John Sandford,118,472,4965,12978,14245
1925.0,The Complete Short Stories of Ernest Hemingway,Ernest Hemingway,388,770,3779,10307,15060
1957.0,Dandelion Wine,Ray Bradbury,730,1958,7453,13001,16837
1989.0,The Mummy,Anne Rice,812,3206,10236,12090,11973
2010.0,Switch: How to Change Things When Change Is Hard,"Chip Heath, Dan Heath",672,1379,5703,11524,10932
2015.0,Trail of Broken Wings,Sejal Badani,587,1536,5576,11113,8785
1963.0,The Collector,John Fowles,497,1721,7744,14808,12353
2006.0,Fairest,Gail Carson Levine,724,3372,13868,18728,15635
1997.0,Timequake,Kurt Vonnegut Jr.,479,2338,8403,10686,6332
2012.0,The Orchardist,Amanda Coplin,745,2501,9212,13808,8043
2013.0,One Summer: America 1927,Bill Bryson,565,1114,5500,13918,11448
1996.0,Evening Class,Maeve Binchy,202,1225,8694,13528,10902
1993.0,The Talismans of Shannara,Terry Brooks,439,1428,7537,12367,11982
1936.0,Anne of Windy Poplars,L.M. Montgomery,469,2127,11712,18256,19575
1840.0,Герой нашего времени,"Mikhail Lermontov, Paul Foote",499,1558,6234,11100,14562
1997.0,The Atonement Child,Francine Rivers,321,949,4364,9593,15185
1998.0,Amsterdam,Ian McEwan,1038,4225,13087,11759,4243
2001.0,Theodore Rex,Edmund Morris,556,1079,4598,11118,13226
1978.0,The Far Pavilions,M.M. Kaye,302,1071,5665,11733,15751
2008.0,Nothing to Lose,Lee Child,480,2161,9160,15125,11272
2013.0,Falling Into You,Jasinda Wilder,1103,2498,8616,17101,19055
2014.0,Adultério,Paulo Coelho,3996,6824,10484,6761,4252
2013.0,The Rithmatist ,Brandon Sanderson,156,652,4730,15170,15339
2001.0,The Christmas Shoes,Donna VanLiere,552,981,4677,8355,14852
2005.0,"Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!","Rory Freedman, Kim Barnouin",2817,4432,8117,7358,6365
2011.0,"Mystery Man (Dream Man, #1)",Kristen Ashley,1247,1910,7279,17939,29007
1966.0,Curious George Goes to the Hospital,"Margret Rey, H.A. Rey",491,1223,5840,7948,16895
2008.0,The Snowball: Warren Buffett and the Business of Life,Alice Schroeder,875,1266,4806,9687,11470
1989.0,The Bride,Julie Garwood,595,1345,6414,13624,22431
2007.0,Erak's Ransom,John Flanagan,295,816,5298,12753,19821
2014.0,Missing Υou,Harlan Coben,372,1335,7150,14937,9396
2002.0,Kar,"Orhan Pamuk, Maureen Freely",1480,3439,8534,10871,6127
2009.0,Halt's Peril,John Flanagan,246,681,4358,11472,20768
2002.0,The Apprentice,Tess Gerritsen,158,852,6850,16148,14248
1969.0,Betty Crocker's Cookbook,Betty Crocker,410,896,4740,8058,15004
2005.0,Elsewhere,Gabrielle Zevin,954,3013,9711,14537,14926
2012.0,Stay Close,Harlan Coben,472,1599,8353,13546,8847
2007.0,The Quickie,"James Patterson, Michael Ledwidge",856,2432,8518,11259,9910
2007.0,Step on a Crack,"James Patterson, Michael Ledwidge",353,1170,7892,13571,11232
2013.0,Counting by 7s,Holly Goldberg Sloan,774,1229,5301,13720,15862
2010.0,,Claudia Gray,1330,3531,10607,11786,13340
2000.0,"A Kiss of Shadows (Merry Gentry, #1)",Laurell K. Hamilton,1250,2878,9177,14421,19187
2003.0,Executive Power,Vince Flynn,100,432,3846,11419,15133
2010.0,Savor the Moment,"Nora Roberts, Angela Dawe",226,1374,8444,16044,17689
1924.0,The Most Dangerous Game,Richard Connell,447,1806,8512,12901,10528
2008.0,Little Brother,Cory Doctorow,887,2295,8089,15532,12854
2005.0,Dearly Devoted Dexter,Jeff Lindsay,397,2024,9817,14773,9145
1273.0,Essential Rumi,"Jalaluddin Rumi, Coleman Barks",203,473,2904,7988,16811
2015.0,Inside the O'Briens,Lisa Genova,318,1206,6518,14327,9208
2001.0,Memories of Ice,Steven Erikson,238,682,3401,10531,18439
2008.0,Odd Hours,Dean Koontz,422,2088,9027,13099,11726
2007.0,The Dead Girls' Dance,Rachel Caine,736,2273,10253,16301,19936
1996.0,"The Realms of the Gods (Immortals, #4)",Tamora Pierce,233,1026,6329,13418,23098
2009.0,One Second After,William R. Forstchen,1028,2275,6653,12025,11744
2005.0,Gregor and the Curse of the Warmbloods,Suzanne Collins,375,813,5632,12527,15154
2011.0,The Lover's Dictionary,David Levithan,676,2473,9299,14184,12020
1926.0,Art Through the Ages ,"Helen Gardner, Fred S. Kleiner, Christin J. Mamiya",1805,1934,5154,7003,10285
1985.0,The Wishsong of Shannara ,Terry Brooks,437,1876,9188,14699,12953
2008.0,The Darkest Kiss,Gena Showalter,392,1360,6628,14616,22473
2008.0,The Sugar Queen,Sarah Addison Allen,353,1861,9554,16723,13632
2012.0,Pure,Jennifer L. Armentrout,456,1114,5539,15220,25172
2003.0,Purple Hibiscus,Chimamanda Ngozi Adichie,226,869,5742,15295,12090
2005.0,No One Belongs Here More Than You,Miranda July,790,2209,6564,10116,8138
2011.0,Hammered,Kevin Hearne,169,921,5796,14889,16348
2006.0,No Rest for the Wicked,Kresley Cole,243,1065,6113,14784,22639
2008.0,Extreme Measures,Vince Flynn,326,666,4119,12351,17619
2014.0,"Saga, Volume Four","Brian K. Vaughan, Fiona Staples",166,368,2986,12932,22511
2013.0,A Beautiful Wedding,Jamie McGuire,752,2472,9202,14978,20071
2013.0,Bad Monkey,Carl Hiaasen,826,2245,9739,12824,6006
2013.0,Sisterland,Curtis Sittenfeld,1069,4476,12533,10707,3590
2009.0,"Juliet, Naked",Nick Hornby,658,3504,13277,13021,4207
1993.0,Chicken Soup for the Soul,"Jack Canfield, Mark Victor Hansen",818,1850,6916,9273,11284
2000.0,Tears of the Giraffe,Alexander McCall Smith,157,1059,9863,18670,10567
1994.0,The Concrete Blonde,Michael Connelly,100,578,6491,17061,12234
2012.0,,C.J. Roberts,951,1552,5249,12538,26056
1998.0,Carpe Jugulum,Terry Pratchett,121,1021,8200,16617,15675
2006.0,The Warlord Wants Forever,Kresley Cole,1131,2249,7998,13831,20085
1987.0,Bluebeard,Kurt Vonnegut Jr.,140,881,6495,12029,9219
1998.0,"Good Faeries, Bad Faeries","Brian Froud, Terry Windling",2110,2692,7128,8702,14583
2010.0,,Elin Hilderbrand,337,1340,8456,13498,8346
1983.0,Cycle of the Werewolf,"Stephen King, Bernie Wrightson",687,3635,12773,11097,8208
1988.0,The Devil's Arithmetic,Jane Yolen,881,1713,8038,14526,15942
2007.0,The World Without Us,Alan Weisman,745,2202,7770,11829,8045
1999.0,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",Erik Larson,311,1140,6639,13795,11457
2015.0,The Rumor,Elin Hilderbrand,478,1885,9678,12035,5611
1928.0,Orlando: A Biography,Virginia Woolf,1050,2917,9208,13521,12590
2008.0,Thanks for the Memories,Cecelia Ahern,976,3153,10241,11747,8734
1847.0,Agnes Grey,"Anne Brontë, Angeline Goreau",849,3268,12639,13615,8182
2006.0,Angels Fall,Nora Roberts,285,1556,9030,13673,12167
2009.0,Pursuit of Honor,Vince Flynn,168,451,3332,10793,15051
2008.0,"Acheron (Dark-Hunter, #15) - Part 1",Sherrilyn Kenyon,441,840,3238,8823,34394
2009.0,South of Broad,Pat Conroy,1155,2740,8310,12594,9627
2006.0,The Birth House,Ami McKay,290,1234,6898,14338,9813
2009.0,Fade,Lisa McMann,783,2782,10371,14608,15943
2002.0,The Little Friend,Donna Tartt,1732,4727,10584,10673,6083
2008.0,Percy Jackson and the Olympians Boxed Set,Rick Riordan,286,418,2411,6699,23217
2008.0,Savvy,Ingrid Law,742,2129,8420,13711,13547
2009.0,The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,735,1012,3838,7481,12030
2004.0,London Bridges,James Patterson,368,1689,8800,13401,10585
2003.0,لا تحزن,عائض القرني,935,1258,3573,6519,12672
1999.0,Wings of Fire: An Autobiography,"A.P.J. Abdul Kalam, Arun Tiwari",258,785,4068,10002,11562
2011.0,The Ripper,"L.J. Smith, Kevin Williamson, Julie Plec",890,1389,4250,5400,15866
2012.0,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,Nate Silver,417,1355,6365,13246,9230
2016.0,Salt to the Sea,Ruta Sepetys,300,749,4368,16513,23254
1942.0,The Body in the Library,Agatha Christie,316,1921,12547,16998,10796
2002.0,The Lord of the Rings: The Art of The Fellowship of the Ring,Gary Russell,211,220,1751,5011,17219
2010.0,"Backstage Pass (Sinners on Tour, #1)",Olivia Cunning,1603,2763,8903,17634,21776
1933.0,The Story About Ping,"Marjorie Flack, Kurt Wiese",537,1424,6993,10851,16935
2010.0,Tales from a Not-So-Popular Party Girl,Rachel Renée Russell,625,1236,4110,6470,16658
1933.0,Farmer Boy,"Laura Ingalls Wilder, Garth Williams",569,1980,10002,15023,17715
2009.0,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,881,1839,6334,12067,15345
2013.0,The All-Girl Filling Station's Last Reunion,Fannie Flagg,497,1306,6927,14195,9991
1992.0,Bastard Out of Carolina,Dorothy Allison,434,1236,5699,12861,12319
2011.0,Beauty Queens,Libba Bray,2969,4636,9960,12565,11539
2006.0, Daemon,Daniel Suarez,485,1268,4318,10720,13407
1990.0,The Burden of Proof,Scott Turow,199,813,6351,12394,10063
2016.0,Crooked Kingdom,Leigh Bardugo,158,392,2732,13092,37786
1960.0,Born Free: A Lioness of Two Worlds,Joy Adamson,366,812,5365,9892,12950
1955.0,The Stars My Destination,"Alfred Bester, Neil Gaiman",439,1419,5658,11411,14041
2004.0,,Tamora Pierce,417,1345,6805,14926,23350
2014.0,Cruel Beauty,Rosamund Hodge,1590,4430,12549,17361,13424
1997.0,The Rise of Endymion,Dan Simmons,402,1364,5345,11259,14540
1996.0,Endymion,Dan Simmons,273,1201,5556,12997,13545
2006.0,The Arrival,Shaun Tan,678,1186,4142,9897,20497
2016.0,Calamity,Brandon Sanderson,93,680,5383,14098,13655
2000.0,Shopgirl: A Novella,Steve Martin,1096,4324,11512,10723,4701
1974.0,,مصطفى محمود,1459,1734,4277,7941,10839
1876.0,Tom Sawyer & Huckleberry Finn,Mark Twain,527,1430,6451,11744,13137
2013.0,The Woman Upstairs,Claire Messud,2075,4281,8683,7697,4615
2004.0,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,Christopher Moore,785,2421,9087,12713,9993
1922.0,The Beautiful and Damned,F. Scott Fitzgerald,632,2522,9543,12851,8144
397.0,Confessiones Sancti Patris nostri Augustini,"Augustine of Hippo, Henry Chadwick, Albert Cook Outler",1163,2513,7408,10523,12029
2015.0,Our Souls at Night,Kent Haruf,488,1746,6807,14388,10402
2000.0,Carolina Moon,Nora Roberts,276,1338,8343,12574,12649
2012.0,The Painted Girls,Cathy Marie Buchanan,1332,2612,8420,10799,6141
2011.0,UnEnchanted,Chanda Hahn,976,2591,8277,11482,12390
2010.0,"The Bedwetter: Stories of Courage, Redemption and Pee",Sarah Silverman,1207,3272,10126,9864,5707
